signal,horizont_tage,n_events,mean_return,mean_mdd,sharpe,mean_return_basis,t_pvalue,u_pvalue,signifikant_5pct,Börse,Ratio_Art,Niveau,Index,Mehrrendite,belastbar
volume_ratio_80pct_fallend,60,321,0.045209377853334655,-0.08970994618376389,1.0072203182461246,0.028311368714780343,0.0014247926466129947,2.5871278109288297e-06,True,NYSE,volume_ratio,80,S&P 500,0.016898009138554312,True
volume_ratio_80pct_fallend,90,321,0.06704967509591758,-0.10079030213933483,1.0694236022233607,0.04396284453524409,0.00014129108620121605,6.544644150423873e-08,True,NYSE,volume_ratio,80,S&P 500,0.02308683056067349,True
volume_ratio_80pct_fallend,30,321,0.01792147483487358,-0.06512556867147391,0.7230494926421057,0.01178733651352356,0.13434758178916775,0.00042448471460160937,False,NYSE,volume_ratio,80,Dow Jones,0.00613413832135002,True
volume_ratio_80pct_fallend,60,321,0.03926038423362383,-0.08497416168365525,0.9531363340984182,0.024024435989243597,0.0017356243373768167,6.824037676264109e-06,True,NYSE,volume_ratio,80,Dow Jones,0.015235948244380234,True
volume_ratio_80pct_fallend,90,321,0.05512798400623434,-0.09592481712948342,0.9781628506196167,0.036984628218799685,0.0008660046442498181,3.4588849444758594e-06,True,NYSE,volume_ratio,80,Dow Jones,0.018143355787434652,True
volume_ratio_80pct_fallend,30,321,0.02798666821042474,-0.07482316880913176,0.9748517809226345,0.0208181305852853,0.1321668150246314,0.008689726237193683,False,NYSE,volume_ratio,80,NASDAQ 100,0.007168537625139439,True
volume_ratio_80pct_fallend,60,321,0.06739366515544021,-0.09514234101137833,1.291901630146168,0.04359806895872419,0.0001206142271121877,4.6802935112821e-06,True,NYSE,volume_ratio,80,NASDAQ 100,0.02379559619671602,True
volume_ratio_80pct_fallend,90,321,0.10339847773454645,-0.1070371749719274,1.3827731036204896,0.06726908641625615,7.291255124843146e-07,4.870537913479879e-09,True,NYSE,volume_ratio,80,NASDAQ 100,0.03612939131829031,True
volume_ratio_80pct_fallend,30,321,0.01947442905732146,-0.08958318152871649,0.5575965169016236,0.012585319613388988,0.23280006366999617,0.005154508903904967,False,NYSE,volume_ratio,80,Russell 2000,0.006889109443932473,True
volume_ratio_80pct_fallend,60,321,0.05020455934069196,-0.11764835967810199,0.8263253387475773,0.025881882933534207,0.0007133242599145065,8.044518201214362e-07,True,NYSE,volume_ratio,80,Russell 2000,0.02432267640715775,True
volume_ratio_80pct_fallend,90,321,0.07345705867267958,-0.13237129756215035,0.8687011255373459,0.04036438933282927,5.594329448676414e-05,1.1973087732709647e-07,True,NYSE,volume_ratio,80,Russell 2000,0.03309266933985031,True
volume_ratio_90pct_fallend,30,97,0.01830638288183595,-0.08401188136280742,0.5939869465338373,0.013693655159976469,0.6136954021725803,0.04499671571056246,False,NYSE,volume_ratio,90,S&P 500,0.004612727721859482,True
volume_ratio_90pct_fallend,60,97,0.0476757565190527,-0.10826179888209785,0.9268910773395098,0.028311368714780343,0.07503711069037393,0.0014669269049962948,False,NYSE,volume_ratio,90,S&P 500,0.01936438780427236,True
volume_ratio_90pct_fallend,90,97,0.0700701223905954,-0.11706554366547271,0.9721652917258602,0.04396284453524409,0.036533779917886255,0.00015898590828970476,True,NYSE,volume_ratio,90,S&P 500,0.02610727785535131,True
volume_ratio_90pct_fallend,30,97,0.016725255939036055,-0.0786886814948906,0.5970385926043902,0.01178733651352356,0.5524018557345787,0.0337913110702128,False,NYSE,volume_ratio,90,Dow Jones,0.004937919425512496,True
volume_ratio_90pct_fallend,60,97,0.04469053755254298,-0.10033232795389643,0.952436345769228,0.024024435989243597,0.037889584747434146,0.000488598889124805,True,NYSE,volume_ratio,90,Dow Jones,0.020666101563299382,True
volume_ratio_90pct_fallend,90,97,0.061655725412881224,-0.10894777218492359,0.9624783187542002,0.036984628218799685,0.026483881044763905,0.0001590860153917761,True,NYSE,volume_ratio,90,Dow Jones,0.02467109719408154,True
volume_ratio_90pct_fallend,30,97,0.02993679842822915,-0.08428100837482448,0.9288837354855767,0.0208181305852853,0.341327913501247,0.018108253871078173,False,NYSE,volume_ratio,90,NASDAQ 100,0.00911866784294385,True
volume_ratio_90pct_fallend,60,97,0.06982774456497264,-0.108296271943841,1.1885987836818055,0.04359806895872419,0.03545357278764574,0.0028774137754468206,True,NYSE,volume_ratio,90,NASDAQ 100,0.026229675606248448,True
volume_ratio_90pct_fallend,90,97,0.11196580512326214,-0.11732275555084395,1.3466378699247896,0.06726908641625615,0.00220167695530316,2.114764571848956e-05,True,NYSE,volume_ratio,90,NASDAQ 100,0.04469671870700599,True
volume_ratio_90pct_fallend,30,97,0.013809298297536554,-0.10872224617519805,0.34212174998709044,0.012585319613388988,0.9185110310232006,0.24509309852088346,False,NYSE,volume_ratio,90,Russell 2000,0.0012239786841475656,True
volume_ratio_90pct_fallend,60,97,0.04888012433412945,-0.1421187699439469,0.7323058965494523,0.025881882933534207,0.1030686701657804,0.004400284505666782,False,NYSE,volume_ratio,90,Russell 2000,0.022998241400595244,True
volume_ratio_90pct_fallend,90,97,0.07430323624570845,-0.15399129946618054,0.8032025045944338,0.04036438933282927,0.034459468536243154,0.00045125258849798507,True,NYSE,volume_ratio,90,Russell 2000,0.03393884691287918,True
